file,TP,FP,FN,Precision,Recall,F1
LIPITOR.396,3,1,0,0.75,1.0,0.857
LIPITOR.397,0,0,0,0.0,0.0,0.0
LIPITOR.398,0,0,0,0.0,0.0,0.0
LIPITOR.399,1,1,0,0.5,1.0,0.667
LIPITOR.4,0,0,0,0.0,0.0,0.0
LIPITOR.40,0,0,0,0.0,0.0,0.0
LIPITOR.400,0,0,0,0.0,0.0,0.0
LIPITOR.401,1,0,0,1.0,1.0,1.0
LIPITOR.402,0,0,0,0.0,0.0,0.0
LIPITOR.403,1,0,0,1.0,1.0,1.0
LIPITOR.404,1,0,0,1.0,1.0,1.0
LIPITOR.405,0,0,0,0.0,0.0,0.0
LIPITOR.406,0,0,0,0.0,0.0,0.0
LIPITOR.407,0,0,0,0.0,0.0,0.0
LIPITOR.408,0,0,0,0.0,0.0,0.0
LIPITOR.409,0,0,0,0.0,0.0,0.0
LIPITOR.41,0,0,0,0.0,0.0,0.0
LIPITOR.410,1,0,0,1.0,1.0,1.0
LIPITOR.411,0,0,0,0.0,0.0,0.0
LIPITOR.412,3,0,0,1.0,1.0,1.0
LIPITOR.413,1,0,0,1.0,1.0,1.0
LIPITOR.414,0,0,0,0.0,0.0,0.0
LIPITOR.415,1,0,0,1.0,1.0,1.0
LIPITOR.416,0,0,0,0.0,0.0,0.0
LIPITOR.417,1,0,0,1.0,1.0,1.0
LIPITOR.418,4,1,0,0.8,1.0,0.889
LIPITOR.419,0,0,0,0.0,0.0,0.0
LIPITOR.42,0,0,0,0.0,0.0,0.0
LIPITOR.420,1,0,0,1.0,1.0,1.0
LIPITOR.421,1,1,0,0.5,1.0,0.667
LIPITOR.422,2,0,0,1.0,1.0,1.0
LIPITOR.423,1,0,0,1.0,1.0,1.0
LIPITOR.424,1,0,0,1.0,1.0,1.0
LIPITOR.425,0,0,0,0.0,0.0,0.0
LIPITOR.426,5,0,0,1.0,1.0,1.0
LIPITOR.427,1,1,0,0.5,1.0,0.667
LIPITOR.428,1,0,0,1.0,1.0,1.0
LIPITOR.429,1,0,1,1.0,0.5,0.667
LIPITOR.43,0,0,0,0.0,0.0,0.0
LIPITOR.430,0,0,0,0.0,0.0,0.0
LIPITOR.431,0,0,0,0.0,0.0,0.0
LIPITOR.432,1,0,0,1.0,1.0,1.0
LIPITOR.433,1,0,0,1.0,1.0,1.0
LIPITOR.434,1,0,0,1.0,1.0,1.0
LIPITOR.435,0,0,0,0.0,0.0,0.0
LIPITOR.436,1,0,0,1.0,1.0,1.0
LIPITOR.437,0,0,0,0.0,0.0,0.0
LIPITOR.438,0,0,0,0.0,0.0,0.0
LIPITOR.439,1,1,0,0.5,1.0,0.667
LIPITOR.44,0,0,0,0.0,0.0,0.0
LIPITOR.440,0,0,0,0.0,0.0,0.0
LIPITOR.441,1,0,0,1.0,1.0,1.0
LIPITOR.442,0,0,0,0.0,0.0,0.0
LIPITOR.443,0,0,0,0.0,0.0,0.0
LIPITOR.444,0,0,0,0.0,0.0,0.0
LIPITOR.445,1,0,0,1.0,1.0,1.0
LIPITOR.446,1,0,0,1.0,1.0,1.0
LIPITOR.447,0,0,0,0.0,0.0,0.0
LIPITOR.448,0,0,0,0.0,0.0,0.0
LIPITOR.449,1,0,0,1.0,1.0,1.0
LIPITOR.45,0,0,0,0.0,0.0,0.0
LIPITOR.450,0,0,0,0.0,0.0,0.0
LIPITOR.451,0,0,0,0.0,0.0,0.0
LIPITOR.452,0,0,0,0.0,0.0,0.0
LIPITOR.453,1,0,0,1.0,1.0,1.0
LIPITOR.454,1,0,0,1.0,1.0,1.0
LIPITOR.455,2,0,0,1.0,1.0,1.0
LIPITOR.456,2,0,0,1.0,1.0,1.0
LIPITOR.457,0,0,0,0.0,0.0,0.0
LIPITOR.458,2,1,0,0.667,1.0,0.8
LIPITOR.459,0,0,0,0.0,0.0,0.0
LIPITOR.46,0,0,0,0.0,0.0,0.0
LIPITOR.460,0,0,0,0.0,0.0,0.0
LIPITOR.461,1,0,0,1.0,1.0,1.0
LIPITOR.462,0,0,0,0.0,0.0,0.0
LIPITOR.463,3,0,0,1.0,1.0,1.0
LIPITOR.464,2,0,0,1.0,1.0,1.0
LIPITOR.465,1,0,0,1.0,1.0,1.0
LIPITOR.466,2,0,0,1.0,1.0,1.0
LIPITOR.467,1,0,0,1.0,1.0,1.0
LIPITOR.468,1,0,0,1.0,1.0,1.0
LIPITOR.469,0,0,0,0.0,0.0,0.0
LIPITOR.47,2,0,0,1.0,1.0,1.0
LIPITOR.470,1,0,0,1.0,1.0,1.0
LIPITOR.471,0,0,0,0.0,0.0,0.0
LIPITOR.472,0,0,0,0.0,0.0,0.0
LIPITOR.473,1,0,0,1.0,1.0,1.0
LIPITOR.474,0,0,0,0.0,0.0,0.0
LIPITOR.475,1,0,0,1.0,1.0,1.0
LIPITOR.476,0,0,0,0.0,0.0,0.0
LIPITOR.477,0,0,0,0.0,0.0,0.0
LIPITOR.478,1,0,0,1.0,1.0,1.0
LIPITOR.479,0,0,0,0.0,0.0,0.0
LIPITOR.48,1,1,0,0.5,1.0,0.667
LIPITOR.480,0,0,0,0.0,0.0,0.0
LIPITOR.481,0,1,0,0.0,0.0,0.0
LIPITOR.482,1,0,0,1.0,1.0,1.0
LIPITOR.483,2,1,0,0.667,1.0,0.8
LIPITOR.484,1,0,0,1.0,1.0,1.0
LIPITOR.485,0,0,0,0.0,0.0,0.0
LIPITOR.486,0,0,0,0.0,0.0,0.0
LIPITOR.487,0,0,0,0.0,0.0,0.0
LIPITOR.488,0,1,1,0.0,0.0,0.0
LIPITOR.489,0,0,0,0.0,0.0,0.0
LIPITOR.49,0,0,0,0.0,0.0,0.0
LIPITOR.490,1,0,0,1.0,1.0,1.0
LIPITOR.491,1,0,0,1.0,1.0,1.0
LIPITOR.492,3,0,0,1.0,1.0,1.0
LIPITOR.493,3,1,0,0.75,1.0,0.857
LIPITOR.494,0,0,0,0.0,0.0,0.0
LIPITOR.495,2,0,0,1.0,1.0,1.0
LIPITOR.496,1,0,0,1.0,1.0,1.0
LIPITOR.497,1,0,0,1.0,1.0,1.0
LIPITOR.498,2,1,0,0.667,1.0,0.8
LIPITOR.499,0,0,0,0.0,0.0,0.0
LIPITOR.5,0,0,0,0.0,0.0,0.0
LIPITOR.50,3,0,0,1.0,1.0,1.0
LIPITOR.500,1,1,0,0.5,1.0,0.667
LIPITOR.501,1,0,0,1.0,1.0,1.0
LIPITOR.502,1,0,0,1.0,1.0,1.0
LIPITOR.503,1,0,0,1.0,1.0,1.0
LIPITOR.504,0,1,0,0.0,0.0,0.0
LIPITOR.505,0,0,0,0.0,0.0,0.0
LIPITOR.506,1,1,0,0.5,1.0,0.667
LIPITOR.507,1,0,0,1.0,1.0,1.0
LIPITOR.508,1,0,0,1.0,1.0,1.0
LIPITOR.509,0,0,0,0.0,0.0,0.0
LIPITOR.51,1,0,0,1.0,1.0,1.0
LIPITOR.510,1,0,0,1.0,1.0,1.0
LIPITOR.511,1,0,0,1.0,1.0,1.0
LIPITOR.512,0,0,0,0.0,0.0,0.0
LIPITOR.513,1,0,0,1.0,1.0,1.0
LIPITOR.514,1,0,0,1.0,1.0,1.0
LIPITOR.515,1,0,0,1.0,1.0,1.0
LIPITOR.516,0,0,0,0.0,0.0,0.0
LIPITOR.517,1,1,1,0.5,0.5,0.5
LIPITOR.518,1,0,0,1.0,1.0,1.0
LIPITOR.519,1,0,0,1.0,1.0,1.0
LIPITOR.52,2,1,0,0.667,1.0,0.8
LIPITOR.520,0,0,0,0.0,0.0,0.0
LIPITOR.521,1,0,0,1.0,1.0,1.0
LIPITOR.522,0,0,0,0.0,0.0,0.0
LIPITOR.523,1,0,0,1.0,1.0,1.0
LIPITOR.524,0,0,0,0.0,0.0,0.0
LIPITOR.525,1,0,0,1.0,1.0,1.0
LIPITOR.526,1,0,0,1.0,1.0,1.0
LIPITOR.527,0,0,0,0.0,0.0,0.0
LIPITOR.528,0,0,0,0.0,0.0,0.0
LIPITOR.529,0,0,0,0.0,0.0,0.0
LIPITOR.53,1,0,0,1.0,1.0,1.0
LIPITOR.530,0,0,0,0.0,0.0,0.0
LIPITOR.531,4,0,0,1.0,1.0,1.0
LIPITOR.532,1,0,0,1.0,1.0,1.0
LIPITOR.533,0,0,0,0.0,0.0,0.0
LIPITOR.534,1,0,0,1.0,1.0,1.0
LIPITOR.535,1,0,0,1.0,1.0,1.0
LIPITOR.536,1,0,0,1.0,1.0,1.0
LIPITOR.537,2,1,0,0.667,1.0,0.8
LIPITOR.538,0,0,0,0.0,0.0,0.0
LIPITOR.539,1,0,0,1.0,1.0,1.0
LIPITOR.54,2,0,0,1.0,1.0,1.0
LIPITOR.540,1,0,0,1.0,1.0,1.0
LIPITOR.541,1,0,0,1.0,1.0,1.0
LIPITOR.542,0,0,0,0.0,0.0,0.0
LIPITOR.543,0,0,0,0.0,0.0,0.0
LIPITOR.544,5,0,0,1.0,1.0,1.0
LIPITOR.545,1,0,0,1.0,1.0,1.0
LIPITOR.546,8,0,0,1.0,1.0,1.0
LIPITOR.547,3,0,0,1.0,1.0,1.0
LIPITOR.548,1,0,0,1.0,1.0,1.0
LIPITOR.549,0,0,0,0.0,0.0,0.0
LIPITOR.55,0,0,0,0.0,0.0,0.0
LIPITOR.550,0,0,0,0.0,0.0,0.0
LIPITOR.551,0,0,0,0.0,0.0,0.0
LIPITOR.552,0,0,0,0.0,0.0,0.0
LIPITOR.553,1,0,0,1.0,1.0,1.0
LIPITOR.554,0,0,0,0.0,0.0,0.0
LIPITOR.555,0,0,0,0.0,0.0,0.0
LIPITOR.556,0,0,0,0.0,0.0,0.0
LIPITOR.557,0,0,0,0.0,0.0,0.0
LIPITOR.558,0,0,0,0.0,0.0,0.0
LIPITOR.559,0,0,0,0.0,0.0,0.0
LIPITOR.56,2,1,0,0.667,1.0,0.8
LIPITOR.560,0,0,0,0.0,0.0,0.0
LIPITOR.561,2,0,0,1.0,1.0,1.0
LIPITOR.562,0,0,0,0.0,0.0,0.0
LIPITOR.563,4,0,0,1.0,1.0,1.0
LIPITOR.564,1,0,0,1.0,1.0,1.0
LIPITOR.565,3,0,0,1.0,1.0,1.0
LIPITOR.566,2,0,0,1.0,1.0,1.0
LIPITOR.567,0,0,0,0.0,0.0,0.0
LIPITOR.568,1,0,0,1.0,1.0,1.0
LIPITOR.569,1,0,0,1.0,1.0,1.0
LIPITOR.57,0,1,0,0.0,0.0,0.0
LIPITOR.570,4,0,0,1.0,1.0,1.0
LIPITOR.571,2,1,0,0.667,1.0,0.8
LIPITOR.572,1,0,0,1.0,1.0,1.0
LIPITOR.573,0,0,0,0.0,0.0,0.0
LIPITOR.574,1,0,0,1.0,1.0,1.0
LIPITOR.575,1,0,0,1.0,1.0,1.0
LIPITOR.576,2,0,0,1.0,1.0,1.0
LIPITOR.577,0,0,0,0.0,0.0,0.0
LIPITOR.578,5,1,0,0.833,1.0,0.909
LIPITOR.579,0,0,0,0.0,0.0,0.0
LIPITOR.58,2,0,0,1.0,1.0,1.0
LIPITOR.580,1,0,0,1.0,1.0,1.0
LIPITOR.581,1,0,0,1.0,1.0,1.0
LIPITOR.582,0,1,1,0.0,0.0,0.0
LIPITOR.583,1,0,0,1.0,1.0,1.0
LIPITOR.584,3,0,0,1.0,1.0,1.0
LIPITOR.585,1,0,0,1.0,1.0,1.0
LIPITOR.586,1,0,0,1.0,1.0,1.0
LIPITOR.587,1,0,0,1.0,1.0,1.0
LIPITOR.588,1,0,0,1.0,1.0,1.0
LIPITOR.589,0,0,0,0.0,0.0,0.0
LIPITOR.59,6,1,0,0.857,1.0,0.923
LIPITOR.590,2,0,0,1.0,1.0,1.0
LIPITOR.591,1,0,0,1.0,1.0,1.0
LIPITOR.592,2,0,0,1.0,1.0,1.0
LIPITOR.593,2,0,0,1.0,1.0,1.0
LIPITOR.594,0,0,0,0.0,0.0,0.0
LIPITOR.595,0,0,0,0.0,0.0,0.0
LIPITOR.596,1,0,0,1.0,1.0,1.0
LIPITOR.597,0,0,0,0.0,0.0,0.0
LIPITOR.598,4,0,0,1.0,1.0,1.0
LIPITOR.599,0,0,0,0.0,0.0,0.0
LIPITOR.6,1,0,0,1.0,1.0,1.0
LIPITOR.60,3,0,0,1.0,1.0,1.0
LIPITOR.600,0,0,0,0.0,0.0,0.0
LIPITOR.601,0,0,0,0.0,0.0,0.0
LIPITOR.602,1,0,0,1.0,1.0,1.0
LIPITOR.603,1,0,0,1.0,1.0,1.0
LIPITOR.604,0,0,0,0.0,0.0,0.0
LIPITOR.605,1,0,0,1.0,1.0,1.0
LIPITOR.606,1,0,0,1.0,1.0,1.0
LIPITOR.607,1,0,0,1.0,1.0,1.0
LIPITOR.608,1,0,0,1.0,1.0,1.0
LIPITOR.609,0,0,0,0.0,0.0,0.0
LIPITOR.61,1,0,0,1.0,1.0,1.0
LIPITOR.610,4,0,0,1.0,1.0,1.0
LIPITOR.611,1,0,0,1.0,1.0,1.0
LIPITOR.612,0,0,0,0.0,0.0,0.0
LIPITOR.613,1,0,0,1.0,1.0,1.0
LIPITOR.614,1,0,0,1.0,1.0,1.0
LIPITOR.615,0,0,0,0.0,0.0,0.0
LIPITOR.616,0,0,0,0.0,0.0,0.0
LIPITOR.617,1,0,0,1.0,1.0,1.0
LIPITOR.618,0,0,0,0.0,0.0,0.0
LIPITOR.619,1,0,0,1.0,1.0,1.0
LIPITOR.62,0,0,0,0.0,0.0,0.0
LIPITOR.620,0,0,0,0.0,0.0,0.0
LIPITOR.621,0,0,0,0.0,0.0,0.0
LIPITOR.622,1,0,0,1.0,1.0,1.0
LIPITOR.623,1,0,0,1.0,1.0,1.0
LIPITOR.624,0,0,0,0.0,0.0,0.0
LIPITOR.625,2,0,0,1.0,1.0,1.0
LIPITOR.626,3,0,0,1.0,1.0,1.0
LIPITOR.627,2,0,0,1.0,1.0,1.0
LIPITOR.628,0,0,0,0.0,0.0,0.0
LIPITOR.629,1,0,0,1.0,1.0,1.0
LIPITOR.63,1,0,0,1.0,1.0,1.0
LIPITOR.630,0,0,0,0.0,0.0,0.0
LIPITOR.631,0,0,0,0.0,0.0,0.0
LIPITOR.632,0,0,0,0.0,0.0,0.0
LIPITOR.633,0,0,0,0.0,0.0,0.0
LIPITOR.634,0,0,0,0.0,0.0,0.0
LIPITOR.635,1,0,0,1.0,1.0,1.0
LIPITOR.636,0,0,0,0.0,0.0,0.0
LIPITOR.637,0,0,0,0.0,0.0,0.0
LIPITOR.638,0,0,0,0.0,0.0,0.0
LIPITOR.639,0,0,0,0.0,0.0,0.0
LIPITOR.64,0,0,0,0.0,0.0,0.0
LIPITOR.640,1,0,0,1.0,1.0,1.0
LIPITOR.641,1,0,0,1.0,1.0,1.0
LIPITOR.642,4,0,0,1.0,1.0,1.0
LIPITOR.643,2,0,0,1.0,1.0,1.0
LIPITOR.644,2,0,0,1.0,1.0,1.0
LIPITOR.645,1,1,0,0.5,1.0,0.667
LIPITOR.646,3,0,0,1.0,1.0,1.0
LIPITOR.647,0,0,0,0.0,0.0,0.0
LIPITOR.648,1,0,0,1.0,1.0,1.0
LIPITOR.649,0,0,0,0.0,0.0,0.0
LIPITOR.65,1,0,0,1.0,1.0,1.0
LIPITOR.650,1,0,0,1.0,1.0,1.0
LIPITOR.651,0,0,0,0.0,0.0,0.0
LIPITOR.652,1,0,0,1.0,1.0,1.0
LIPITOR.653,1,0,0,1.0,1.0,1.0
LIPITOR.654,0,0,0,0.0,0.0,0.0
LIPITOR.655,0,0,0,0.0,0.0,0.0
LIPITOR.656,1,0,0,1.0,1.0,1.0
LIPITOR.657,0,0,0,0.0,0.0,0.0
LIPITOR.658,3,0,0,1.0,1.0,1.0
LIPITOR.659,2,0,0,1.0,1.0,1.0
LIPITOR.66,0,0,0,0.0,0.0,0.0
LIPITOR.660,0,0,0,0.0,0.0,0.0
LIPITOR.661,1,0,0,1.0,1.0,1.0
LIPITOR.662,0,0,0,0.0,0.0,0.0
LIPITOR.663,1,0,0,1.0,1.0,1.0
LIPITOR.664,0,0,0,0.0,0.0,0.0
LIPITOR.665,1,0,0,1.0,1.0,1.0
LIPITOR.666,1,0,0,1.0,1.0,1.0
LIPITOR.667,0,0,0,0.0,0.0,0.0
LIPITOR.668,1,0,0,1.0,1.0,1.0
LIPITOR.669,5,0,1,1.0,0.833,0.909
LIPITOR.67,1,0,0,1.0,1.0,1.0
LIPITOR.670,0,0,0,0.0,0.0,0.0
LIPITOR.671,0,1,0,0.0,0.0,0.0
LIPITOR.672,1,0,0,1.0,1.0,1.0
LIPITOR.673,1,0,0,1.0,1.0,1.0
LIPITOR.674,2,0,0,1.0,1.0,1.0
LIPITOR.675,2,0,0,1.0,1.0,1.0
LIPITOR.676,0,0,0,0.0,0.0,0.0
LIPITOR.677,0,0,0,0.0,0.0,0.0
LIPITOR.678,0,0,0,0.0,0.0,0.0
LIPITOR.679,0,0,0,0.0,0.0,0.0
LIPITOR.68,0,0,0,0.0,0.0,0.0
LIPITOR.680,0,0,0,0.0,0.0,0.0
LIPITOR.681,1,0,0,1.0,1.0,1.0
LIPITOR.682,0,0,0,0.0,0.0,0.0
LIPITOR.683,1,0,0,1.0,1.0,1.0
LIPITOR.684,0,0,0,0.0,0.0,0.0
LIPITOR.685,1,0,0,1.0,1.0,1.0
LIPITOR.686,0,0,0,0.0,0.0,0.0
LIPITOR.687,2,0,0,1.0,1.0,1.0
LIPITOR.688,1,0,0,1.0,1.0,1.0
LIPITOR.689,1,0,0,1.0,1.0,1.0
LIPITOR.69,1,0,0,1.0,1.0,1.0
LIPITOR.690,4,0,0,1.0,1.0,1.0
LIPITOR.691,1,0,0,1.0,1.0,1.0
LIPITOR.692,1,0,0,1.0,1.0,1.0
LIPITOR.693,0,0,0,0.0,0.0,0.0
LIPITOR.694,1,0,0,1.0,1.0,1.0
LIPITOR.695,1,0,0,1.0,1.0,1.0
LIPITOR.696,0,0,0,0.0,0.0,0.0
LIPITOR.697,1,0,0,1.0,1.0,1.0
LIPITOR.698,1,0,0,1.0,1.0,1.0
LIPITOR.699,3,0,0,1.0,1.0,1.0
LIPITOR.7,3,1,0,0.75,1.0,0.857
LIPITOR.70,1,0,0,1.0,1.0,1.0
LIPITOR.700,0,0,0,0.0,0.0,0.0
LIPITOR.701,2,0,0,1.0,1.0,1.0
LIPITOR.702,0,0,0,0.0,0.0,0.0
LIPITOR.703,2,0,0,1.0,1.0,1.0
LIPITOR.704,2,0,0,1.0,1.0,1.0
LIPITOR.705,2,0,0,1.0,1.0,1.0
LIPITOR.706,2,0,0,1.0,1.0,1.0
LIPITOR.707,1,0,0,1.0,1.0,1.0
LIPITOR.708,1,0,0,1.0,1.0,1.0
LIPITOR.709,1,0,0,1.0,1.0,1.0
LIPITOR.71,1,0,0,1.0,1.0,1.0
LIPITOR.710,3,0,0,1.0,1.0,1.0
LIPITOR.711,0,0,0,0.0,0.0,0.0
LIPITOR.712,0,0,0,0.0,0.0,0.0
LIPITOR.713,0,0,0,0.0,0.0,0.0
LIPITOR.714,0,0,0,0.0,0.0,0.0
LIPITOR.715,1,0,0,1.0,1.0,1.0
LIPITOR.716,1,0,0,1.0,1.0,1.0
LIPITOR.717,0,0,0,0.0,0.0,0.0
LIPITOR.718,1,0,0,1.0,1.0,1.0
LIPITOR.719,0,0,0,0.0,0.0,0.0
LIPITOR.72,2,0,0,1.0,1.0,1.0
LIPITOR.720,1,0,0,1.0,1.0,1.0
LIPITOR.721,2,0,0,1.0,1.0,1.0
LIPITOR.722,2,0,0,1.0,1.0,1.0
LIPITOR.723,0,0,0,0.0,0.0,0.0
LIPITOR.724,1,0,0,1.0,1.0,1.0
LIPITOR.725,1,0,0,1.0,1.0,1.0
LIPITOR.726,0,0,0,0.0,0.0,0.0
LIPITOR.727,1,1,0,0.5,1.0,0.667
LIPITOR.728,1,0,0,1.0,1.0,1.0
LIPITOR.729,0,0,0,0.0,0.0,0.0
LIPITOR.73,1,1,0,0.5,1.0,0.667
LIPITOR.730,1,0,0,1.0,1.0,1.0
LIPITOR.731,1,0,0,1.0,1.0,1.0
LIPITOR.732,1,1,0,0.5,1.0,0.667
LIPITOR.733,0,0,0,0.0,0.0,0.0
LIPITOR.734,0,0,0,0.0,0.0,0.0
LIPITOR.735,0,0,0,0.0,0.0,0.0
LIPITOR.736,2,0,0,1.0,1.0,1.0
LIPITOR.737,0,0,0,0.0,0.0,0.0
LIPITOR.738,0,0,0,0.0,0.0,0.0
LIPITOR.739,2,0,0,1.0,1.0,1.0
LIPITOR.74,2,0,0,1.0,1.0,1.0
LIPITOR.740,1,0,0,1.0,1.0,1.0
LIPITOR.741,0,0,0,0.0,0.0,0.0
LIPITOR.742,1,0,0,1.0,1.0,1.0
LIPITOR.743,0,0,0,0.0,0.0,0.0
LIPITOR.744,0,0,0,0.0,0.0,0.0
LIPITOR.745,0,1,0,0.0,0.0,0.0
LIPITOR.746,3,1,0,0.75,1.0,0.857
LIPITOR.747,1,0,0,1.0,1.0,1.0
LIPITOR.748,0,0,0,0.0,0.0,0.0
LIPITOR.749,0,0,0,0.0,0.0,0.0
LIPITOR.75,2,0,0,1.0,1.0,1.0
LIPITOR.750,2,0,0,1.0,1.0,1.0
LIPITOR.751,0,0,0,0.0,0.0,0.0
LIPITOR.752,0,0,0,0.0,0.0,0.0
LIPITOR.753,0,0,0,0.0,0.0,0.0
LIPITOR.754,1,0,0,1.0,1.0,1.0
LIPITOR.755,0,0,0,0.0,0.0,0.0
LIPITOR.756,0,0,0,0.0,0.0,0.0
LIPITOR.757,1,0,0,1.0,1.0,1.0
LIPITOR.758,1,0,0,1.0,1.0,1.0
LIPITOR.759,2,0,0,1.0,1.0,1.0
LIPITOR.76,6,0,0,1.0,1.0,1.0
LIPITOR.760,2,0,0,1.0,1.0,1.0
LIPITOR.761,1,0,0,1.0,1.0,1.0
LIPITOR.762,0,0,0,0.0,0.0,0.0
LIPITOR.763,1,0,0,1.0,1.0,1.0
LIPITOR.764,4,0,0,1.0,1.0,1.0
LIPITOR.765,1,0,0,1.0,1.0,1.0
LIPITOR.766,1,0,0,1.0,1.0,1.0
LIPITOR.767,0,0,0,0.0,0.0,0.0
LIPITOR.768,0,0,0,0.0,0.0,0.0
LIPITOR.769,1,0,0,1.0,1.0,1.0
LIPITOR.77,1,0,0,1.0,1.0,1.0
LIPITOR.770,0,0,0,0.0,0.0,0.0
LIPITOR.771,1,0,0,1.0,1.0,1.0
LIPITOR.772,0,0,0,0.0,0.0,0.0
LIPITOR.773,1,1,0,0.5,1.0,0.667
LIPITOR.774,1,0,0,1.0,1.0,1.0
LIPITOR.775,2,0,0,1.0,1.0,1.0
LIPITOR.776,1,1,0,0.5,1.0,0.667
LIPITOR.777,1,0,0,1.0,1.0,1.0
LIPITOR.778,0,0,0,0.0,0.0,0.0
LIPITOR.779,2,0,0,1.0,1.0,1.0
LIPITOR.78,2,1,0,0.667,1.0,0.8
LIPITOR.780,2,1,0,0.667,1.0,0.8
LIPITOR.781,0,0,0,0.0,0.0,0.0
LIPITOR.782,5,0,0,1.0,1.0,1.0
LIPITOR.783,0,0,0,0.0,0.0,0.0
LIPITOR.784,0,0,0,0.0,0.0,0.0
LIPITOR.785,1,0,0,1.0,1.0,1.0
LIPITOR.786,1,0,0,1.0,1.0,1.0
LIPITOR.787,2,1,0,0.667,1.0,0.8
LIPITOR.788,2,0,0,1.0,1.0,1.0
LIPITOR.789,1,0,0,1.0,1.0,1.0
LIPITOR.79,3,0,0,1.0,1.0,1.0
LIPITOR.790,1,0,0,1.0,1.0,1.0
LIPITOR.791,0,0,0,0.0,0.0,0.0
LIPITOR.792,0,0,0,0.0,0.0,0.0
LIPITOR.793,1,0,0,1.0,1.0,1.0
LIPITOR.794,1,0,0,1.0,1.0,1.0
LIPITOR.795,1,0,0,1.0,1.0,1.0
LIPITOR.796,4,1,0,0.8,1.0,0.889
LIPITOR.797,0,0,0,0.0,0.0,0.0
LIPITOR.798,0,0,0,0.0,0.0,0.0
LIPITOR.799,1,0,0,1.0,1.0,1.0
LIPITOR.8,1,1,0,0.5,1.0,0.667
LIPITOR.80,0,0,0,0.0,0.0,0.0
LIPITOR.800,1,0,0,1.0,1.0,1.0
LIPITOR.801,0,0,0,0.0,0.0,0.0
LIPITOR.802,0,0,0,0.0,0.0,0.0
LIPITOR.803,1,0,0,1.0,1.0,1.0
LIPITOR.804,1,0,0,1.0,1.0,1.0
LIPITOR.805,0,0,0,0.0,0.0,0.0
LIPITOR.806,3,0,0,1.0,1.0,1.0
LIPITOR.807,1,0,0,1.0,1.0,1.0
LIPITOR.808,0,0,0,0.0,0.0,0.0
LIPITOR.809,1,0,0,1.0,1.0,1.0
LIPITOR.81,0,0,0,0.0,0.0,0.0
LIPITOR.810,1,1,0,0.5,1.0,0.667
LIPITOR.811,1,0,0,1.0,1.0,1.0
LIPITOR.812,0,0,0,0.0,0.0,0.0
LIPITOR.813,0,0,0,0.0,0.0,0.0
LIPITOR.814,1,0,0,1.0,1.0,1.0
LIPITOR.815,1,0,0,1.0,1.0,1.0
LIPITOR.816,0,0,0,0.0,0.0,0.0
LIPITOR.817,3,0,0,1.0,1.0,1.0
LIPITOR.818,3,2,0,0.6,1.0,0.75
LIPITOR.819,2,0,0,1.0,1.0,1.0
LIPITOR.82,0,1,0,0.0,0.0,0.0
LIPITOR.820,2,1,0,0.667,1.0,0.8
LIPITOR.821,1,0,0,1.0,1.0,1.0
LIPITOR.822,1,0,0,1.0,1.0,1.0
LIPITOR.823,0,0,0,0.0,0.0,0.0
LIPITOR.824,2,1,0,0.667,1.0,0.8
LIPITOR.825,0,0,0,0.0,0.0,0.0
LIPITOR.826,0,0,0,0.0,0.0,0.0
LIPITOR.827,1,1,0,0.5,1.0,0.667
LIPITOR.828,0,0,0,0.0,0.0,0.0
LIPITOR.829,2,0,0,1.0,1.0,1.0
LIPITOR.83,4,0,0,1.0,1.0,1.0
LIPITOR.830,0,0,0,0.0,0.0,0.0
LIPITOR.831,0,0,0,0.0,0.0,0.0
LIPITOR.832,2,0,0,1.0,1.0,1.0
LIPITOR.833,1,1,0,0.5,1.0,0.667
LIPITOR.834,1,0,0,1.0,1.0,1.0
LIPITOR.835,0,0,0,0.0,0.0,0.0
LIPITOR.836,0,0,0,0.0,0.0,0.0
LIPITOR.837,0,0,0,0.0,0.0,0.0
LIPITOR.838,2,0,0,1.0,1.0,1.0
LIPITOR.839,1,0,0,1.0,1.0,1.0
LIPITOR.84,1,0,0,1.0,1.0,1.0
LIPITOR.840,1,0,0,1.0,1.0,1.0
LIPITOR.841,1,0,0,1.0,1.0,1.0
LIPITOR.842,2,0,0,1.0,1.0,1.0
LIPITOR.843,0,0,0,0.0,0.0,0.0
LIPITOR.844,1,0,0,1.0,1.0,1.0
LIPITOR.845,1,0,0,1.0,1.0,1.0
LIPITOR.846,0,0,0,0.0,0.0,0.0
LIPITOR.847,1,1,0,0.5,1.0,0.667
LIPITOR.848,1,1,0,0.5,1.0,0.667
LIPITOR.849,1,0,0,1.0,1.0,1.0
LIPITOR.85,1,0,0,1.0,1.0,1.0
LIPITOR.850,2,1,0,0.667,1.0,0.8
LIPITOR.851,1,0,0,1.0,1.0,1.0
LIPITOR.852,0,0,0,0.0,0.0,0.0
LIPITOR.853,0,0,0,0.0,0.0,0.0
LIPITOR.854,1,0,0,1.0,1.0,1.0
LIPITOR.855,1,0,0,1.0,1.0,1.0
LIPITOR.856,4,1,0,0.8,1.0,0.889
LIPITOR.857,1,1,0,0.5,1.0,0.667
LIPITOR.858,1,0,0,1.0,1.0,1.0
LIPITOR.859,2,1,0,0.667,1.0,0.8
LIPITOR.86,0,0,0,0.0,0.0,0.0
LIPITOR.860,1,0,0,1.0,1.0,1.0
